"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"3803098","powerjob/powerjob",false,"1267","77","50","1262","Java","master","Apache License 2.0","http://www.powerjob.tech/","125","7228","23","19501","2020-03-16T09:19:55","2024-12-08T04:09:18","2024-12-09T08:30:31","909","242","124","29","12946","42067","18183","[{""codeLines"":2,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":15,""commentLines"":0,""language"":""Text"",""blankLines"":0},{""codeLines"":7569,""commentLines"":6130,""language"":""JavaScript"",""blankLines"":4562},{""codeLines"":395,""commentLines"":24,""language"":""Bourne Shell"",""blankLines"":31},{""codeLines"":182,""commentLines"":0,""language"":""Markdown"",""blankLines"":72},{""codeLines"":16,""commentLines"":1,""language"":""HTML"",""blankLines"":0},{""codeLines"":1644,""commentLines"":132,""language"":""Maven"",""blankLines"":224},{""codeLines"":1029,""commentLines"":243,""language"":""SQL"",""blankLines"":85},{""codeLines"":30429,""commentLines"":11249,""language"":""Java"",""blankLines"":7842},{""codeLines"":245,""commentLines"":28,""language"":""YAML"",""blankLines"":20},{""codeLines"":46,""commentLines"":30,""language"":""Dockerfile"",""blankLines"":10},{""codeLines"":369,""commentLines"":289,""language"":""XML"",""blankLines"":70},{""codeLines"":126,""commentLines"":57,""language"":""Properties"",""blankLines"":30}]","2024-12-07T01:09:09","5d82b7cc5c52648e7b0244d96b10d11ac7539ee2",true,false,false,false,"{""Java"":1736258,""Shell"":21700,""Dockerfile"":3045,""HTML"":1427,""JavaScript"":210}","bug;contributors needed;dependencies;discussion;documentation;duplicate;enhancement;good first issue;help wanted;invalid;new feature;optimize;question;under development;wontfix","cron;distributed;java;job;job-scheduler;mapreduce;scheduler;workflow"
"3933798","zfdang/android-touch-helper",false,"154","1","112","504","Java","master","MIT License","https://TouchHelper.zfdang.com","26","5193","4","156370","2020-10-16T12:58:41","2024-10-12T12:28:42","2024-10-13T12:12:30","86","58","8","3","644","3320","313","[{""codeLines"":159,""commentLines"":0,""language"":""Markdown"",""blankLines"":130},{""codeLines"":129,""commentLines"":22,""language"":""Bourne Shell"",""blankLines"":21},{""codeLines"":93,""commentLines"":10,""language"":""Gradle"",""blankLines"":19},{""codeLines"":70,""commentLines"":9,""language"":""YAML"",""blankLines"":12},{""codeLines"":978,""commentLines"":4,""language"":""XML"",""blankLines"":131},{""codeLines"":1810,""commentLines"":219,""language"":""Java"",""blankLines"":296},{""codeLines"":59,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":23},{""codeLines"":14,""commentLines"":30,""language"":""ProGuard"",""blankLines"":12},{""codeLines"":8,""commentLines"":17,""language"":""Properties"",""blankLines"":0}]","2024-10-12T12:28:42","9a131ceda364e39ad283b848fdbdff7c03d54d9f",true,false,false,false,"{""Java"":100758}","bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix","accessibility;activity;ad;android;auto;click;screen;skip;splash;start;startup"
"3974165","pig-mesh/pig",false,"1846","14","19","978","Java","jdk17","Apache License 2.0","https://wiki.pig4cloud.com","93","6141","82","38958","2019-08-26T03:24:53","2025-02-26T02:33:58","2025-02-26T10:03:57","869","286","291","3","6889","38227","15650","[{""codeLines"":597,""commentLines"":19,""language"":""YAML"",""blankLines"":57},{""codeLines"":190,""commentLines"":0,""language"":""Freemarker Template"",""blankLines"":20},{""codeLines"":104,""commentLines"":0,""language"":""Markdown"",""blankLines"":33},{""codeLines"":67,""commentLines"":1,""language"":""Properties"",""blankLines"":7},{""codeLines"":13504,""commentLines"":11864,""language"":""Java"",""blankLines"":3851},{""codeLines"":11137,""commentLines"":2188,""language"":""JavaScript"",""blankLines"":1279},{""codeLines"":5,""commentLines"":0,""language"":""INI"",""blankLines"":1},{""codeLines"":12,""commentLines"":0,""language"":""Text"",""blankLines"":6},{""codeLines"":8703,""commentLines"":623,""language"":""CSS"",""blankLines"":1184},{""codeLines"":69,""commentLines"":3,""language"":""SVG"",""blankLines"":91},{""codeLines"":1732,""commentLines"":454,""language"":""Maven"",""blankLines"":136},{""codeLines"":63,""commentLines"":0,""language"":""Dockerfile"",""blankLines"":54},{""codeLines"":1144,""commentLines"":190,""language"":""SQL"",""blankLines"":91},{""codeLines"":110,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":727,""commentLines"":274,""language"":""XML"",""blankLines"":72},{""codeLines"":63,""commentLines"":34,""language"":""HTML"",""blankLines"":7}]","2025-02-05T02:29:50","b559be77f57a69b7a3b94bf1c67da3c8fcdf3560",true,false,false,false,"{""Java"":910829,""JavaScript"":509673,""PLpgSQL"":111220,""CSS"":17900,""FreeMarker"":10637,""HTML"":3981,""Dockerfile"":2763}","bug;datav;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix;开发组;微信群反馈","docker;oauth2;openai;rbac-management;sa-token;spring-ai;spring-authorization-server;spring-boot;spring-cloud;spring-cloud-alibaba;spring-security;vue3"
"15716859","dromara/sa-token",false,"2141","17","34","2664","Java","dev","Apache License 2.0","https://sa-token.cc","161","17102","93","7628","2020-02-03T10:34:29","2025-02-24T08:00:16","2025-02-25T01:20:39","604","75","135","12","16653","79175","31712","[{""codeLines"":4302,""commentLines"":592,""language"":""Maven"",""blankLines"":832},{""codeLines"":40,""commentLines"":0,""language"":""JSP"",""blankLines"":0},{""codeLines"":194,""commentLines"":68,""language"":""XML"",""blankLines"":28},{""codeLines"":15268,""commentLines"":604,""language"":""Markdown"",""blankLines"":5260},{""codeLines"":2592,""commentLines"":366,""language"":""JavaScript"",""blankLines"":241},{""codeLines"":17,""commentLines"":0,""language"":""Protocol Buffers"",""blankLines"":7},{""codeLines"":710,""commentLines"":543,""language"":""YAML"",""blankLines"":204},{""codeLines"":684,""commentLines"":248,""language"":""CSS"",""blankLines"":189},{""codeLines"":2951,""commentLines"":208,""language"":""HTML"",""blankLines"":229},{""codeLines"":7,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":301,""commentLines"":23,""language"":""Vuejs Component"",""blankLines"":33},{""codeLines"":67,""commentLines"":6,""language"":""DOS Batch"",""blankLines"":21},{""codeLines"":21041,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":34,""commentLines"":0,""language"":""Freemarker Template"",""blankLines"":5},{""codeLines"":30947,""commentLines"":29046,""language"":""Java"",""blankLines"":9604},{""codeLines"":20,""commentLines"":8,""language"":""Properties"",""blankLines"":0}]","2025-02-24T07:59:51","a94fe35e65b74238417a123ee99f63234bca43e0",true,false,false,false,"{""Java"":2152586,""HTML"":145748,""JavaScript"":84495,""CSS"":47198,""Vue"":8959,""Batchfile"":2704,""FreeMarker"":1782}","/;/fun/auth-flow;/fun/git-pr;/fun/not-login-scene;/fun/session-model;/fun/tech-stack;/fun/token-info;/fun/token-timeout;/fun/web-loophole;/more/common-action;/more/common-questions;/more/link;/more/link?id=%e5%8f%8b%e6%83%85%e9%93%be%e6%8e%a5;/more/tj-gzh;/more/tj-gzh-hz;/more/update-log;/plugin/aop-at;/plugin/quick-login;/plugin/temp-token;/readme;/senior/dcs;/senior/sso;/start/download;/start/download?id=jar%e5%8c%85%e4%b8%8b%e8%bd%bd;/start/example;/start/webflux-example;/use/at-check;/use/config;/use/dao-extend;/use/global-filter;/use/global-listener;/use/jur-auth;/use/kick;/use/login-auth;/use/many-account;/use/mock-person;/use/mutex-login;/use/not-cookie;/use/password-secure;/use/remember-me;/use/route-check;/use/search-session;/use/session;/use/token-prefix;/use/token-style;bug;dependencies;documentation;duplicate;enhancement;gitalk;good first issue;help wanted;http://sa-token.dev33.cn/doc/index.html#/readme;http://sa-token.dev33.cn/doc/index.html#/use/kick;invalid;java;javascript;others;question;wontfix","aouth2;authorization;java;springcloud;sso;token"
"16982529","elastic/logstash",false,"10980","229","172","3510","Java","main","Other","https://www.elastic.co/products/logstash","830","14357","351","129840","2010-11-18T01:31:50","2025-02-26T07:19:48","2025-02-26T07:19:54","6878","1980","10177","244","30270","138532","28563","[{""codeLines"":709,""commentLines"":2,""language"":""SVG"",""blankLines"":11},{""codeLines"":75,""commentLines"":14,""language"":""XML"",""blankLines"":15},{""codeLines"":5,""commentLines"":0,""language"":""INI"",""blankLines"":0},{""codeLines"":289,""commentLines"":22,""language"":""DOS Batch"",""blankLines"":77},{""codeLines"":8502,""commentLines"":0,""language"":""Text"",""blankLines"":1980},{""codeLines"":17103,""commentLines"":422,""language"":""AsciiDoc"",""blankLines"":4868},{""codeLines"":44585,""commentLines"":14930,""language"":""Java"",""blankLines"":10644},{""codeLines"":164,""commentLines"":5,""language"":""make"",""blankLines"":28},{""codeLines"":1528,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":66,""commentLines"":6,""language"":""Dockerfile"",""blankLines"":14},{""codeLines"":2144,""commentLines"":529,""language"":""Bourne Shell"",""blankLines"":538},{""codeLines"":248,""commentLines"":29,""language"":""Groovy"",""blankLines"":68},{""codeLines"":490,""commentLines"":14,""language"":""CSS"",""blankLines"":91},{""codeLines"":188,""commentLines"":51,""language"":""Bourne Again Shell"",""blankLines"":29},{""codeLines"":664,""commentLines"":0,""language"":""CSV"",""blankLines"":0},{""codeLines"":301,""commentLines"":108,""language"":""PowerShell"",""blankLines"":129},{""codeLines"":550,""commentLines"":15,""language"":""Properties"",""blankLines"":76},{""codeLines"":833,""commentLines"":1,""language"":""ERB"",""blankLines"":139},{""codeLines"":166,""commentLines"":20,""language"":""Go"",""blankLines"":12},{""codeLines"":50922,""commentLines"":10924,""language"":""Ruby"",""blankLines"":10140},{""codeLines"":5115,""commentLines"":719,""language"":""YAML"",""blankLines"":213},{""codeLines"":1275,""commentLines"":87,""language"":""Markdown"",""blankLines"":590},{""codeLines"":1473,""commentLines"":363,""language"":""Gradle"",""blankLines"":308},{""codeLines"":1081,""commentLines"":278,""language"":""Python"",""blankLines"":282},{""codeLines"":56,""commentLines"":24,""language"":""C"",""blankLines"":18}]","2025-02-26T07:19:48","3115c78bf84ae45b8eb8e13fc954f373c3d7dfc4",false,false,false,false,"{""Java"":2697923,""Ruby"":2472659,""Shell"":107206,""Python"":59943,""HTML"":35793,""PowerShell"":14868,""CSS"":14421,""Groovy"":11561,""Makefile"":9247,""Jinja"":7534,""Batchfile"":7134,""Go"":5917,""C"":3338,""Dockerfile"":2467}",":notice;>bug;arcsight module;automation;backport;backport needed;bc-approval-pending;bc-approved;benchmark-cli;blocker;breaking change;bug;build;buildkite;bundler;central management;ci;code cleanup;config syntax;crashes;datastreams;defunct;dependency:siem;deprecation;design;developer docs;developer support;discuss;dlq;docker;docs;docs infra;dra;easyreview;eck;ecs;elastic-common-schema;enhancement;event api;feedback requested;fix-it-friday;geoip;good first issue;gradle;hacktoberfest;help wanted;high hanging fruit;http api;i18n;ingest-migration;int-shortlist;integration plugins;invalid;java 11 support;java 14 support;java 15 support;java 16 support;java 17 support;java 18 support;java 21 support;java api;java execution;jruby 9.4;jruby 9k;k8s;keystore;lir;logging improvements;m1;management;memory-leak;meta;metrics;missing cla;modules;monitoring;multiple pipelines;needs review;needs tests;needs:triage;netflow module;new plugin;offline management;p1;p2;p3;p4;packaging;papercut;performance improvements;performance regression;persistent queues;pioneer program;pipeline stalls;pipeline-to-pipeline;plugin issue;plugin manager;python;question;refactoring;regression;release;revisit;rfc;roadmap;ruby style guide;secret store;security;shortlist;spacetime;stalled;status:approved;status:changes-requested;status:confirmed;status:needs-info;status:needs-review;status:needs-tests;status:needs-triage;status:work-in-progress;team:docs;team:logstash;test failure;tests;tests-infra;unconfirmed;upstream fix needed;ux;v1.4.0;v1.4.1;v1.4.3;v1.4.4;v1.4.5;v1.5.0;v1.5.0-rc1;v1.5.0-rc3;v1.5.0-rc4;v1.5.1;v1.5.2;v1.5.3;v1.5.4;v1.5.5;v1.5.7;v2.0.0;v2.0.0-beta1;v2.0.0-beta2;v2.0.0-beta3;v2.0.1;v2.1.0;v2.1.1;v2.1.2;v2.2.0;v2.2.1;v2.2.3;v2.2.4;v2.3.0;v2.3.1;v2.3.2;v2.3.3;v2.4.0;v2.4.1;v2.4.2;v5.0.0;v5.0.0-alpha1;v5.0.0-alpha2;v5.0.0-alpha3;v5.0.0-alpha4;v5.0.0-alpha5;v5.0.0-beta1;v5.0.0-rc1;v5.0.1;v5.0.2;v5.0.3;v5.1.0;v5.1.1;v5.1.2;v5.2.0;v5.2.1;v5.2.2;v5.2.3;v5.3.0;v5.3.1;v5.3.2;v5.4.0;v5.4.1;v5.4.2;v5.5.0;v5.5.1;v5.5.2;v5.5.4;v5.6.0;v5.6.1;v5.6.11;v5.6.13;v5.6.2;v5.6.3;v5.6.4;v5.6.5;v5.6.6;v5.6.7;v5.6.8;v5.6.9;v5.7.0;v6.0.0;v6.0.0-alpha1;v6.0.0-alpha2;v6.0.0-beta1;v6.0.0-beta2;v6.0.0-rc1;v6.0.0-rc2;v6.0.1;v6.0.2;v6.1.0;v6.1.1;v6.1.2;v6.1.3;v6.1.4;v6.2.0;v6.2.1;v6.2.2;v6.2.3;v6.2.4;v6.3.0;v6.3.1;v6.3.2;v6.3.3;v6.4.0;v6.4.1;v6.4.2;v6.4.4;v6.5.0;v6.5.1;v6.5.2;v6.5.4;v6.5.5;v6.6.0;v6.6.1;v6.7.0;v6.7.1;v6.7.2;v6.8.0;v6.8.1;v6.8.13;v6.8.15;v6.8.2;v6.8.21;v6.8.22;v6.8.3;v6.8.4;v6.8.5;v6.8.6;v6.8.7;v6.8.8;v6.8.9;v7.0.0;v7.0.0-alpha1;v7.0.0-alpha2;v7.0.0-beta1;v7.0.0-rc1;v7.0.0-rc2;v7.0.1;v7.0.2;v7.1.0;v7.1.1;v7.1.2;v7.10.0;v7.10.1;v7.10.2;v7.10.3;v7.11.0;v7.11.1;v7.11.2;v7.11.3;v7.12.0;v7.12.1;v7.12.2;v7.13.0;v7.13.1;v7.13.2;v7.13.3;v7.13.5;v7.14.0;v7.14.1;v7.14.2;v7.15.0;v7.15.1;v7.15.2;v7.16.0;v7.16.1;v7.16.2;v7.16.4;v7.17.0;v7.17.1;v7.17.10;v7.17.12;v7.17.13;v7.17.14;v7.17.15;v7.17.16;v7.17.17;v7.17.18;v7.17.19;v7.17.2;v7.17.21;v7.17.22;v7.17.23;v7.17.24;v7.17.25;v7.17.26;v7.17.27;v7.17.28;v7.17.3;v7.17.4;v7.17.5;v7.17.6;v7.17.7;v7.17.8;v7.17.9;v7.2.0;v7.2.1;v7.2.2;v7.3.0;v7.3.1;v7.3.2;v7.3.3;v7.4.0;v7.4.1;v7.4.2;v7.4.3;v7.5.0;v7.5.1;v7.5.2;v7.5.3;v7.6.0;v7.6.1;v7.6.2;v7.6.3;v7.7.0;v7.7.1;v7.8.0;v7.8.1;v7.8.2;v7.9.0;v7.9.1;v7.9.2;v7.9.3;v8.0.0;v8.0.0-alpha1;v8.0.0-beta1;v8.0.1;v8.0.2;v8.1.0;v8.1.1;v8.1.2;v8.1.3;v8.1.4;v8.10.0;v8.10.1;v8.10.3;v8.10.4;v8.10.5;v8.11.0;v8.11.1;v8.11.2;v8.11.3;v8.11.4;v8.11.5;v8.12.0;v8.12.1;v8.12.2;v8.12.3;v8.13.0;v8.13.1;v8.13.2;v8.13.3;v8.13.4;v8.13.5;v8.14.0;v8.14.1;v8.14.2;v8.14.3;v8.14.4;v8.15.0;v8.15.1;v8.15.2;v8.15.3;v8.15.4;v8.15.5;v8.15.6;v8.16.0;v8.16.1;v8.16.2;v8.16.3;v8.16.4;v8.16.5;v8.17.0;v8.17.1;v8.17.2;v8.17.3;v8.18.0;v8.19.0;v8.2.0;v8.2.1;v8.2.2;v8.2.3;v8.2.4;v8.3.0;v8.3.1;v8.3.2;v8.3.3;v8.3.4;v8.4.0;v8.4.1;v8.4.2;v8.4.4;v8.5.0;v8.5.1;v8.5.3;v8.5.4;v8.6.0;v8.6.1;v8.6.2;v8.6.3;v8.7.0;v8.7.1;v8.8.0;v8.8.1;v8.8.2;v8.8.3;v8.9.0;v8.9.1;v8.9.2;v9.0.0;windows;work in progress;x-pack","etl-framework;java;jruby;logging;real-time-processing;streaming"
"23110946","jeequan/jeepay",false,"572","8","0","1818","Java","master","GNU Lesser General Public License v3.0","https://www.jeequan.com","148","5326","11","6511","2017-08-12T02:40:32","2025-02-07T06:45:25","2025-02-07T06:45:29","47","29","23","9","8441","31082","16180","[{""codeLines"":55,""commentLines"":45,""language"":""Dockerfile"",""blankLines"":62},{""codeLines"":891,""commentLines"":66,""language"":""SQL"",""blankLines"":116},{""codeLines"":25746,""commentLines"":15459,""language"":""Java"",""blankLines"":7329},{""codeLines"":4,""commentLines"":0,""language"":""CSS"",""blankLines"":0},{""codeLines"":5,""commentLines"":0,""language"":""HTML"",""blankLines"":0},{""codeLines"":732,""commentLines"":151,""language"":""XML"",""blankLines"":133},{""codeLines"":872,""commentLines"":106,""language"":""Maven"",""blankLines"":189},{""codeLines"":11,""commentLines"":15,""language"":""JavaScript"",""blankLines"":0},{""codeLines"":3,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":1373,""commentLines"":0,""language"":""Markdown"",""blankLines"":341},{""codeLines"":263,""commentLines"":0,""language"":""EJS"",""blankLines"":11},{""codeLines"":347,""commentLines"":67,""language"":""Bourne Shell"",""blankLines"":157},{""codeLines"":158,""commentLines"":0,""language"":""Freemarker Template"",""blankLines"":27},{""codeLines"":600,""commentLines"":271,""language"":""YAML"",""blankLines"":69},{""codeLines"":22,""commentLines"":0,""language"":""Text"",""blankLines"":7}]","2025-02-07T06:42:01","7f33e3b5171f4162cecde898e0fa83796c388ea4",true,false,false,false,"{""Java"":1837905,""EJS"":9499,""FreeMarker"":5619,""Dockerfile"":4471,""Shell"":3868,""HTML"":1645,""CSS"":103}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix","jeepay;xxpay"
"28333987","jeecgboot/jimureport",false,"364","3","25","1702","Java","master","GNU General Public License v3.0","http://jimureport.com","97","6773","2","104663","2019-12-05T12:25:59","2025-02-26T02:36:28","2025-02-26T12:36:21","3362","35","18","4","486","8875","780","[{""codeLines"":1,""commentLines"":6,""language"":""CSS"",""blankLines"":0},{""codeLines"":296,""commentLines"":2,""language"":""HTML"",""blankLines"":35},{""codeLines"":438,""commentLines"":153,""language"":""Java"",""blankLines"":77},{""codeLines"":13,""commentLines"":0,""language"":""Dockerfile"",""blankLines"":11},{""codeLines"":180,""commentLines"":26,""language"":""Maven"",""blankLines"":14},{""codeLines"":7284,""commentLines"":524,""language"":""SQL"",""blankLines"":181},{""codeLines"":50,""commentLines"":20,""language"":""XML"",""blankLines"":7},{""codeLines"":470,""commentLines"":0,""language"":""Markdown"",""blankLines"":160},{""codeLines"":143,""commentLines"":49,""language"":""YAML"",""blankLines"":1}]","2025-02-26T02:36:20","4734751c793ad27998dc45779c5f2a9b7f476cd3",true,false,false,false,"{""Java"":16299963,""Dockerfile"":671}","bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix","bi;bigscreen;birt;data-analysis;data-visualization;dataease;datav;echart;echarts;finereport;highcharts;ireport;jasperreport;jfreechart;metabase;print;redash;report;superset;tableau"
"29045177","dataease/dataease",false,"18935","35","90","3474","Java","dev-v2","GNU General Public License v3.0","https://dataease.io/","174","19428","82","299073","2021-02-02T04:10:21","2025-02-26T10:54:34","2025-02-26T08:02:52","5981","401","9094","0","25013","423076","11653","[{""codeLines"":71,""commentLines"":0,""language"":""WiX source"",""blankLines"":12},{""codeLines"":1017,""commentLines"":15,""language"":""Maven"",""blankLines"":110},{""codeLines"":1745,""commentLines"":68,""language"":""JavaScript"",""blankLines"":56},{""codeLines"":1581,""commentLines"":8,""language"":""XML"",""blankLines"":112},{""codeLines"":4233,""commentLines"":3,""language"":""SVG"",""blankLines"":38},{""codeLines"":401,""commentLines"":11,""language"":""Bourne Shell"",""blankLines"":69},{""codeLines"":2593,""commentLines"":94,""language"":""Sass"",""blankLines"":558},{""codeLines"":9946,""commentLines"":283,""language"":""CSS"",""blankLines"":1916},{""codeLines"":391,""commentLines"":2,""language"":""Bourne Again Shell"",""blankLines"":35},{""codeLines"":582,""commentLines"":10,""language"":""Less"",""blankLines"":114},{""codeLines"":38,""commentLines"":0,""language"":""HTML"",""blankLines"":6},{""codeLines"":9740,""commentLines"":124,""language"":""SQL"",""blankLines"":357},{""codeLines"":21,""commentLines"":0,""language"":""Dockerfile"",""blankLines"":6},{""codeLines"":133609,""commentLines"":2280,""language"":""Vuejs Component"",""blankLines"":8716},{""codeLines"":50737,""commentLines"":2959,""language"":""TypeScript"",""blankLines"":2101},{""codeLines"":154489,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":49467,""commentLines"":5659,""language"":""Java"",""blankLines"":10306},{""codeLines"":564,""commentLines"":0,""language"":""Properties"",""blankLines"":52},{""codeLines"":12,""commentLines"":0,""language"":""INI"",""blankLines"":2},{""codeLines"":441,""commentLines"":45,""language"":""YAML"",""blankLines"":35},{""codeLines"":930,""commentLines"":0,""language"":""Markdown"",""blankLines"":337},{""codeLines"":12,""commentLines"":0,""language"":""TOML"",""blankLines"":0},{""codeLines"":456,""commentLines"":92,""language"":""Lua"",""blankLines"":75}]","2025-02-26T10:54:33","a54a718c2443bc4307831c6d938e4ccd55c8a933",false,false,false,false,"{""Java"":15178393,""Vue"":4084267,""JavaScript"":1539888,""CSS"":367796,""HTML"":117136,""SCSS"":62107,""Shell"":26817,""Lua"":22086,""Less"":12316,""Dockerfile"":952}","dependencies;java;优先级:紧急;优先级:计划;状态:已完成;状态:待反馈;状态:待处理;状态:待讨论;状态:待验证;类型:bug;类型:优化;类型:提问;类型:新功能;类型:需求;结果:无法实现;结果:无需处理","apache-doris;business-intelligence;data-analysis;data-visualization;echarts;kettle;superset;tableau"
"41343039","apolloconfig/apollo",false,"2932","15","41","10226","Java","master","Apache License 2.0","https://www.apolloconfig.com","1255","29330","161","56527","2016-03-04T10:24:23","2025-02-18T01:25:58","2025-02-18T12:43:26","3293","137","1737","2","22690","104394","20857","[{""codeLines"":446,""commentLines"":19,""language"":""SVG"",""blankLines"":0},{""codeLines"":1500,""commentLines"":273,""language"":""Maven"",""blankLines"":45},{""codeLines"":15012,""commentLines"":21,""language"":""Markdown"",""blankLines"":5610},{""codeLines"":167,""commentLines"":475,""language"":""Properties"",""blankLines"":39},{""codeLines"":984,""commentLines"":433,""language"":""Bourne Shell"",""blankLines"":181},{""codeLines"":176,""commentLines"":0,""language"":""Text"",""blankLines"":34},{""codeLines"":876,""commentLines"":463,""language"":""YAML"",""blankLines"":60},{""codeLines"":15164,""commentLines"":1842,""language"":""JavaScript"",""blankLines"":1510},{""codeLines"":60,""commentLines"":57,""language"":""Dockerfile"",""blankLines"":30},{""codeLines"":46109,""commentLines"":13280,""language"":""Java"",""blankLines"":11163},{""codeLines"":150,""commentLines"":21,""language"":""DOS Batch"",""blankLines"":45},{""codeLines"":5204,""commentLines"":2595,""language"":""SQL"",""blankLines"":1315},{""codeLines"":7582,""commentLines"":1044,""language"":""HTML"",""blankLines"":844},{""codeLines"":7666,""commentLines"":158,""language"":""CSS"",""blankLines"":1804},{""codeLines"":1906,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":1392,""commentLines"":176,""language"":""XML"",""blankLines"":10}]","2025-02-18T01:25:58","5eb320f7fdf0c183904e9aff501392c878fec62f",true,false,false,false,"{""Java"":2631582,""HTML"":533731,""JavaScript"":435983,""Shell"":45513,""CSS"":23489,""Dockerfile"":6482,""Batchfile"":2286}","announcement;area/adminservice;area/client;area/configservice;area/demo;area/docker;area/document;area/kubernetes;area/metaserver;area/mysql;area/openapi;area/operations;area/portal;area/quick-start;area/sdk;area/security;area/test;area/ui;bug;chore;dependencies;discussion;duplicate;enhancement;feature;feature request;good first issue;help wanted;info;invalid;kind/dependencies;kind/question;kind/report-problem;lgtm;need investigation;nodejs;not-bug;observability;size:l;size:m;size:s;size:xl;size:xs;size:xxl;stale;status/fixed;status/need-feedback;summer-2021;summer-2022;summer-2023;tbd;tips;user-case;version release;vote;wontfix","config-management;configuration-management;distributed-configuration;microservices;spring-boot;spring-cloud"
"47974224","karatelabs/karate",false,"4646","3","54","1969","Java","master","MIT License","https://karatelabs.github.io/karate","226","8456","114","26398","2017-02-07T03:59:17","2025-02-21T06:36:10","2025-02-22T03:46:59","2106","55","537","3","12973","70379","10151","[{""codeLines"":42,""commentLines"":46,""language"":""ANTLR Grammar"",""blankLines"":24},{""codeLines"":116,""commentLines"":7,""language"":""Dockerfile"",""blankLines"":35},{""codeLines"":1168,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":46613,""commentLines"":9281,""language"":""Java"",""blankLines"":8073},{""codeLines"":1,""commentLines"":0,""language"":""SQL"",""blankLines"":0},{""codeLines"":1411,""commentLines"":1,""language"":""HTML"",""blankLines"":54},{""codeLines"":264,""commentLines"":18,""language"":""CSS"",""blankLines"":12},{""codeLines"":934,""commentLines"":0,""language"":""XML"",""blankLines"":71},{""codeLines"":118,""commentLines"":19,""language"":""Gradle"",""blankLines"":14},{""codeLines"":1776,""commentLines"":23,""language"":""Maven"",""blankLines"":102},{""codeLines"":16,""commentLines"":0,""language"":""CSV"",""blankLines"":0},{""codeLines"":7759,""commentLines"":531,""language"":""Cucumber"",""blankLines"":1836},{""codeLines"":83,""commentLines"":20,""language"":""Bourne Shell"",""blankLines"":15},{""codeLines"":210,""commentLines"":2,""language"":""SVG"",""blankLines"":2},{""codeLines"":63,""commentLines"":0,""language"":""Text"",""blankLines"":9},{""codeLines"":221,""commentLines"":43,""language"":""YAML"",""blankLines"":23},{""codeLines"":13,""commentLines"":0,""language"":""GraphQL"",""blankLines"":0},{""codeLines"":9,""commentLines"":1,""language"":""Properties"",""blankLines"":1},{""codeLines"":7322,""commentLines"":1,""language"":""Markdown"",""blankLines"":2343},{""codeLines"":355,""commentLines"":73,""language"":""Scala"",""blankLines"":101},{""codeLines"":1885,""commentLines"":85,""language"":""JavaScript"",""blankLines"":258}]","2025-01-07T05:37:54","522930907af61ca8ce5ebd9908b615cd71e2e6b0",true,false,false,false,"{""Java"":2173858,""Gherkin"":274139,""JavaScript"":71202,""HTML"":45975,""Scala"":16049,""CSS"":7856,""Shell"":5255,""Dockerfile"":4213,""ANTLR"":4088}","bug;codequality;dependencies;documentation;duplicate;enhancement;fixed;github_actions;hacktoberfest;help wanted;invalid;java;on-hold;question;wontfix","api-testing;assertions;automated-testing;automation;bdd;contract-testing;cucumber;developer-tools;load-testing;microservices;mock-server;test-automation;testing;testing-framework;testing-tools;webdriver"
